url,price,description,location,type,size,bedrooms,bathrooms,available_from,payment_method,down_payment
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-north-coast-sidi-abdel-rahman-amwaj-7841655.html,,"Your Luxurious Standalone Villa Awaits in Amwaj ALIS Sidi Abdelrahman: Delivery within One Year!
Discover a world of ultimate luxury and serenity in ""ALIS,"" the most distinguished standalone villa project in the heart of Amwaj Sidi Abdelrahman. ""ALIS"" is an architectural masterpiece by ""KYND HOSPITALITY,"" offering you an exceptional living experience within branded residences that guarantee the highest levels of refined hotel services.
Unit Type: Standalone villa.
Area: 291 meters.
Number of Floors: Ground + First.
6 bedrooms
6 bathrooms
Finishing: Luxurious full finishing.
Delivery Date: Within one year.
Flexible Payment Systems:
Flexible installments over 3 years.
For contact and inquiries, please call the following numbers:
01002204629
01220512070
Exceptional Lifestyle and World-Class Facilities:
In ALIS, every detail has been meticulously designed to provide a unique living experience that combines elegance, comfort, and sophisticated hotel service. The branded residences offer you a wide range of first-rate amenities at your doorstep, elevating the concept of luxury to a whole new level.
Unparalleled Location on the North Coast:
The Amwaj project is located at kilo 136 in Sidi Abdelrahman Bay and features a private beachfront extending 1500 meters. This exceptional location ensures easy access and proximity to the most prestigious resorts and vital areas on the North Coast, such as Hacienda White, Amwaj, Seashell, Stella Heights, and Marassi.","Amwaj, Sidi Abdel Rahman, North Coast",Villa,"3,132 sqft / 291 sqm",6+ Maid,6,31 Aug 2025,,
https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-american-university-housing-district-7855440.html,,"Looking for a safe investment with guaranteed rental income? Here’s your chance in Riverton – New Cairo (AUC District).
Own a Townhouse – 4 Bedrooms | 274 sqm in one of the most prestigious communities. Your unit will be fully managed & rented by Gewan Hotels & Resorts as a branded serviced residence.
Price: EGP 25,000,000
Down payment: 5% only
Up to 8 years installments
Secure rental program ""You Buy, We Rent"" generating passive income.
Book your premium townhouse today and enjoy hassle-free investment with Gewan’s global hospitality management. Contact us now on WhatsApp.",,Townhouse,"2,949 sqft / 274 sqm",4+ Maid,4,,,
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-madinaty-7818345.html,,"ڤيلا مستقلة فاخرة بمدينتي – حمام سباحة خاص
وتشطيبات ألترا سوبر لوكس
المساحة:
إجمالي الأرض: 750م² بحديقة خاصة واسعة.
المباني: 400م² مصممة بأحدث أساليب العمارة.
المميزات العامة:
حمام سباحة خاص بمساحة كبيرة وتصميم أنيق.
تشطيبات خاصة ألترا سوبر لوكس بأعلى خامات (رخام، باركيه، جبس بورد وإضاءة حديثة).
تكييف مركزي يغطي الفيلا بالكامل.
ڤيو مفتوح رائع على الجولف والوايد جاردن.
موقع مميز على بعد 5 دقائق فقط من البوابة الرئيسية لمدينتي.
جراج خاص + غرفة حراسة.
حديقة بتصميم لاند سكيب حديث وإضاءة ليلية ساحرة.
التقسيم الداخلي:
الدور الأرضي:
ريسبشن 4 قطع واسع مفتوح على الحديقة وحمام السباحة.
مطبخ كبير مجهز بمكان لأجهزة Built-in.
حمام للضيوف.
تراس كبير يصلح للـ Outdoor seating أو BBQ.
الدور الأول:
4 غرف نوم (3 ماستر بدريسنج رووم وحمام داخلي + غرفة نوم عادية).
صالة معيشة كبيرة مطلة على الجاردن.
حمام إضافي.
الروف:
غرفة مستقلة مع حمام (تصلح أوفيس / جيم / غرفة معيشة إضافية).
رووف مفتوح يصلح لجلسة مميزة أو جاكوزي.
المطلوب: 45 مليون جنيه","Madinaty, Cairo",Villa,"4,306 sqft / 400 sqm",4+ Maid,3,26 Aug 2025,,
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-palm-hills-new-cairo-7705832.html,,"Immediate delivery apartment in Palm Hills New Cairo
3BR
Ready to move | Immediate delivery in 2024
Private location in the Fifth Settlement
Next to the American University
Minutes from the airport and all roads
Photos and video available
Required down payment of EGP 2.2 million
+ installments over 8 years
For details and viewing: 01015882303","Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,"1,991 sqft / 185 sqm",3+ Maid,3,7 Aug 2025,,
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-the-1st-settlement-maxim-7845296.html,,"Villa in Maxim Country Club Compound, New Cairo (Tagamoa)
•	Style: Andalusian
•	Type: Standalone villa
•	Land Area: 630 m²
•	Built-up Area: 600 m²
•	Layout: Ground floor + First floor + Rooftop with wooden pergola
•	Bedrooms: 6 master bedrooms, each with en-suite bathrooms and dressing rooms
•	Office Room: Located on the ground floor
•	Laundry Room: Included
•	Maid’s Room: Located on the rooftop with private bathroom
•	Garden: 120 m² with private swimming pool, toilet, changing room, wooden pergola, and flower beds
•	Elevator: Serves all three levels
•	Garage: Indoor garage with shaded canopy and separate gate, fits 3 cars
•	Finishing: Luxurious — marble, HDF flooring, high-quality wall paint, wallpaper, and Duravit sanitary ware
•	Reception: Large reception area (equivalent to 7 rooms) with central A/C (6 units)
•	Kitchen: Fully fitted with cabinets
•	Smart Home Features: Sound system, security cameras, alarm system, landline, centralized internet (10 access points), and central TV system
•	Storage: Storage rooms under stairs and on the rooftop
•	Utilities: Natural gas and a gas-powered water heating boiler serving the entire villa","Maxim, The 1st Settlement, New Cairo City, Cairo",Villa,"6,781 sqft / 630 sqm",6,7,1 Sep 2025,,
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-ras-al-hekma-june-7849074.html,,"Ready-made chalet for sale with a stunning view in June Sodic North Coast
Arae 111m ( 2 bedrooms + 2 bathrooms)
Fully finished and ultra-modern
Prime location with a VIP view
Installment plan: 5% down payment and the rest paid in installments over 8 years interest-free
For contact and details: 01021552890 Call & WhatsApp","June, Ras Al Hekma, North Coast",Chalet,"1,195 sqft / 111 sqm",2+ Maid,1,21 Aug 2025,,
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-hyde-park-7814388.html,,"Code: TA-18456
Villa VIP in Hyde Park Ready for Showing - New Cairo
7 bedroom+ Master Bedrooms
5 bathrooms
BUA: 280 sqm
Fully Finished
⁠Ready to Move
Lowest Price
You can Also Offer Your Unit with us !
Call us for more details!
Code: TA-18456
EgyProperty:
Your #1 choice for stress-free property acquisition. Our experienced agents provide updated market information for informed decisions and higher returns of investments. Buy, rent, or invest with ease.","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Villa,"4,090 sqft / 380 sqm",7+ Maid,5,26 Aug 2025,,
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-red-sea-hurghada-al-gouna-mangroovy-residence-7841394.html,,"Sea View Apartment for Sale in El Gouna – Fully Furnished + Ready to Move | With Installments
Unit Details :
- 1 Bedroom
- 1 Bathroom
- Full Sea View
- Fully Furnished with High - End Finishing
- Ready to Move
- With Installments
- Private Beach Access
Located in the prestigious Mangroovy Residence , one of the top compounds in El Gouna :
- Prime location near the marina
- Walking distance to restaurants and cafes
- Exclusive access to a private beach
For more information or to schedule a site visit :
Phone : 01275973636
Email : n.fawzy@egyptbestproperties.com","Mangroovy Residence, Al Gouna, Hurghada, Red Sea",Apartment,904 sqft / 84 sqm,1+ Maid,1,31 Aug 2025,,
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-el-katameya-el-katameya-compounds-katameya-dunes-7840659.html,,"Code Barbary0-Dunes
Compound name : Katameya Dunes
Unit type : Standalone Villa for sale
Land Area : 1050 SQM
BUA : 1000 SQM
Basement and Ground .First Floor ,2nd floor
2nd ROW
7 bedrooms ( 2 master )
7 bathrooms
Semi Finished
Asking Price : 73,000,000
A quiet life full of services and a better future for you and your family, this is the dream that haunts you as every family seeks opportunities to live in a high-end residential community that offers its residents the highest level of luxury, comfort and safety, all of this is now available in Katameya Dunes Compound in New Cairo.
Services in Katameya Dunes
-A variety of restaurants and cafes that provide an outstanding level of quality and service so that residents of the compound can enjoy eating delicious dishes and wonderful meals
-24-hour security and guarding services to provide a high level of security and safety that everyone looking for in a high-end compound seeks
-Gardens and parks that contain seating areas as well as places for family gatherings and social parties such as birthdays, special events, barbecues and barbecues
-Wholesale markets and shops selling international brands and famous brands, so that the housewife can buy household necessities at any time without trouble
-Dedicated places for various sports activities
-Recreational places for kids include a number of different games and activities that help the child spend a fun and entertaining time and learn new skills
-Tracks for walking, running, cycling, and distinctive landscaping
-Parking garages to maintain the traffic inside the compound and not to cause any traffic congestion","Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo",Villa,"11,302 sqft / 1,050 sqm",7+ Maid,7,31 Aug 2025,,
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-alexandria-alexandria-compounds-palm-hills-5778593.html,,"Villa for sale (Palm Hills - Alexandria) 398 m - 24,800,000 EGP (down payment + overpayment) - Agent / Amna Arafa 01101334593
• 6 bedrooms 4 receptions 6 bathrooms.
• Remaining 3,633,200 EGP installments until 2026
• Total price 28,500,000 EGP.
• Land area 398 m.
• Building area 296 m.
• Garden area 100 m
• Immediate delivery.
• Code: 023569
WhatsApp contact: [link not available]","Palm Hills, Alexandria Compounds, Alexandria",Villa,"4,284 sqft / 398 sqm",6,6,,,
https://www.propertyfinder.eg/en/plp/buy/penthouse-for-sale-giza-dokki-mohi-al-din-abou-el-ezz-st-7799521.html,,,,,,,,,,
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-ganoub-el-giza-giza-district-al-nile-st-7836531.html,,"On the Nile, a hotel apartment for sale and for long-term rent only
Suitable for foreigners and diplomats
350 metres
4 master rooms
4 bathrooms
Maid's room with bathroom
Garage
The sleeping and reception overlooks the Nile in a distinctive and hotel tower with six elevators
Registered real estate month
All brushes and accessories are imported from abroad and are new and have not been used before
-------------------------------------------------- ---------
We are Nile House Real Estate Marketing, a company
A pioneer in the distinguished hotel housing on the Cairo Nile
We have been specialized in selling and renting on the Great Nile for more than thirty years
-------------------------------------------------- ---------
-------------------------------------------------- ---------
-------------------------------------------------- ---------
-------------------------------------------------- ---------
-------------------------------------------------- ---------
-------------------------------------------------- ---------
-------------------------------------------------- ---------","Al Nile  St., Giza District, Ganoub El Giza, Giza",Apartment,"3,940 sqft / 366 sqm",4+ Maid,5,,,
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-north-coast-ras-al-hekma-salt-7850529.html,,"Fully finished villa for sale in the North Coast
40% discount available if paying in cash
Installments up to 8 years available
The village is close to Ras El Hekma and New Alamein City
Sidi Abdel Rahman, Garawla Bay, and Marsa Matrouh
250-square-meter villa
- 3 bedrooms
- 3 bathrooms
- Kitchen
- Reception
- Terrace
Amenities:
- Spacious garages
- Aqua park
- Surveillance cameras
- Security and guards
- Swimming pools
- Lagoons
- Retail shops
- Kids area","Salt, Ras Al Hekma, North Coast",Villa,"2,691 sqft / 250 sqm",3,3,2 Sep 2025,,
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-sidi-abdel-rahman-marassi-7794986.html,,"For Sale Chalet With Garden - Marassi - Blanca - North Coast
prime location close to lagoon
Bua : 149 M - Garden 223 M
Consists of : 3 bedrooms - 2 bathrooms - kitchen - reception
Maid Room
Selling price 27,500,000 including furniture plus Agent fees 1.5%
For
More info:
Hotline&whatsapp: +201069002626
Email: info@life-properties.com","Marassi, Sidi Abdel Rahman, North Coast",Chalet,"1,604 sqft / 149 sqm",3,2,22 Aug 2025,,
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-ext-north-inves-area-bellagio-7569745.html,,"Stand Alone For Sale in Bellagio
New Cairo
Prime Location
Land : 650 SQM
BUA : 500 SQM
Fully Finished
Ground - First - Roof
7 Bedrooms (2 master)
6 Bathrooms
Dressing
1 kitchen
1 living room
Price: 40,000,000
For More Information Call Us Akar Town
+ What’s App
01150000727
Bellagio is a residential project of the finest compounds in New Cairo, with a very prime location, close to all services.
It is near Al-Rehab, the ninetieth Street, and AUC.
Its total area is 100 acres including the best landscape and greenery and artificial lakes.
It contains 347 villas with three types divided into standalone –
twin houses - townhouses",,Villa,"6,997 sqft / 650 sqm",7+ Maid,6,,,
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-hay-el-maadi-maadi-cornish-el-nile-st-7794604.html,,"Fully finished hotel serviced apartment
on the Nile Corniche next to Hilton Maadi
The tower consists of 20 floors with a view of the Nile
Hotel management company : gloria hotel
Area : 84 Sqm
Hotel finishing + fully furnished with appliances
Down payment : 15% and installments up to 4 years
call now : 01123859079 + WhatsApp
-----------------------------------------------------------------------","Cornish El Nile St., Maadi, Hay El Maadi, Cairo",Apartment,883 sqft / 82 sqm,2,1,19 Aug 2025,,
https://www.propertyfinder.eg/en/plp/buy/ivilla-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-hyde-park-7849041.html,,"I-villa for sale with a roof, 4 bedrooms, in a prime location with an open view in Mountain View Hyde Park Compound, Fifth Settlement, New Cairo.
Mountain View Hyde Park - New Cairo
Building area: 305 square meters
4 bedrooms
4 bathrooms
Living room
Reception area
Kitchen
Below market price
Total price: 30,487,700
For more details: 01004205980","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",iVilla,"3,283 sqft / 305 sqm",4+ Maid,4,23 Aug 2025,,
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-ras-al-hekma-june-7843373.html,,"Property Description:
Project Name: June
Developer: Sodic
Location: Dabaa
Property Type: Ground Chalet
Floor No: Ground Floor
Finishing: Fully Finished with ACs
Number of Bedrooms: 3
Number of Bathrooms: 3
Garden Area: 69 sqm
BUA: 132 sqm
Delivery Date: 2026
This stylishly designed chalet sits on the ground floor, boasting 132 sqm of thoughtfully planned interior space complemented by a spacious 69 sqm garden. The unit features three generously sized bedrooms, three modern bathrooms, and an open-plan living area that opens directly onto the lagoon. Being a corner unit, it offers extra privacy and natural light throughout the day. Delivered fully finished with air conditioners, it’s crafted for turnkey summer comfort and relaxation. With its prime location within the project, this is one of the best homes June has to offer.
Financial Details:
Payment Method: Cash and Instalments
Total Price: EGP 32,099,902
Down Payment (Cash): EGP 8,695,260
Remaining Balance: EGP 23,404,642","June, Ras Al Hekma, North Coast",Chalet,"1,421 sqft / 132 sqm",3,3,1 Sep 2025,,
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-giza-6-october-city-6-october-compounds-mountain-view-icity-october-5545946.html,,"للبيع فيلا مميزة في ماونتن فيو اي سيتي أكتوبر
جاهز للسكن - نصف تشطيب..
مساحة الفيلا:
الأرض: 720 م2
المساحة المبنية: 560 م2
5 غرف نوم رئيسية
7 حمامات
استقبال مع غرفة طعام + شرفه
مطبخ
قصر فاخر
السؤال عن السعر:
30,000,000 جنيه مصري
أقل من الشركة بمقدار 60 مليون
لتفاصيل اكتر التواصل علي :- 01110266674","Mountain View iCity October, 6 October Compounds, 6 October City, Giza",Villa,"6,028 sqft / 560 sqm",5+ Maid,5,,,
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-sheikh-zayed-city-sheikh-zayed-compounds-westown-7842556.html,,"Apartment for sale in Westown - Beverly Hills - Zayed
Area: 205 m
Garden: 450 m
3 bedrooms
3 bathrooms
Fully furnished
Modern finishing
Price includes furniture
.","Westown, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",Apartment,"2,207 sqft / 205 sqm",3,3,31 Aug 2025,,
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-qesm-marsa-matrouh-fouka-bay-7839209.html,,"For sale, a fully finished chalet, first row on the lagoon, in Fouka Bay, North Coast
▫️ 3 Bedrooms + Reception + Kitchen
▫️ Fully Finished
▫️ Direct Lagoon View
Down payment of 1,800,000 EGP
Chalet area: 120 square meters
Remaining amount to be paid in equal installments over 10 years
Prime location inside Fouka Bay – North Coast
For video and installment schedules: 01017391666 + WhatsApp","Fouka Bay, Qesm Marsa Matrouh, North Coast",Chalet,"1,292 sqft / 120 sqm",3,2,31 Aug 2025,,
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-mostakbal-city-compounds-neopolis-wadi-degla-7736816.html,,,,,,,,,,
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-les-rois-7599233.html,,"Stand Alone for sale in Les Rois
New Cairo
Prime Location
Land : 750 SQM
BUA : 475 SQM
Fully Finished
Ground-First-Roof
5 Bedrooms
5 Bathrooms
Nanny room with toilet
Private pool
Elevator
Price :60,000,000 EGP
For More Information Call Us Akar Town :
Or What’s App
01150000727
The project is a residential complex on a total area of 170 acre divided between villas, parks, artificial lakes, and services it is located near West Town Sodic and is only 500 meters from the American University in Cairo (AUC) at the intersection of the South 90 Street . It comprises 3 different villa models with a total number of 587 villas. In addition, the compound includes swimming pools, lakes, and a social club on an area of 7 acres (Smash Les Rois Club), a mosque, Supermarket, laundry and pharmacy",,Villa,"8,073 sqft / 750 sqm",5+ Maid,5,,,
https://www.propertyfinder.eg/en/plp/buy/twin-house-for-sale-giza-sheikh-zayed-city-new-zayed-city-rivers-7843751.html,,"Built-Up Area (BUA): 205 sqm
Delivery Date: 2028
This thoughtfully designed twin villa encompasses 205 square meters of built-up area, featuring four spacious bedrooms and four well-appointed bathrooms. The inclusion of a maid's room with an attached bathroom adds to the convenience and functionality of the home. Delivered in a core and shell state, it provides the perfect canvas for homeowners to personalize interiors to their unique tastes and preferences.
Key Features:
Spacious living and dining areas designed for comfort and style
Four generously sized bedrooms offering ample natural light
Maid's room with dedicated bathroom for added convenience
Core and shell finishing, allowing for personalized interior design
Located within the prestigious Rivers community in New Zayed
About Rivers by Tatweer Misr:
Nestled across 100 acres of lush landscapes, Rivers by Tatweer Misr epitomizes boutique luxury living in New Zayed. Strategically positioned just 3 minutes from Sphinx International Airport, the development offers seamless connectivity to key destinations:​","Rivers, New Zayed City, Sheikh Zayed City, Giza",Twin House,"2,207 sqft / 205 sqm",4,4,1 Sep 2025,,
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-hyde-park-7850375.html,,"Standalone Villa For Sale - HYDE PARK
**Features:
-Fully Finished and Furnished
-Ready To Move
-Big Garden
-Swimming Pool
**Unit Specification
-BUA: 400
-Land: 400
-7 Bedrooms
-6 Bathrooms
-Kitchen
** For More Details Contact Us
Hyde Park New Cairo Compound Location:
Hyde Park New Cairo is strategically located in the central district of New Cairo. This ideal location makes the compound overlook both Road 90 and New Ring Road. This smart positioning ensures homeowners seamless connectivity and easy commuting.
Also, the American University Cairo (AUC) New Cairo Campus is a very short drive from Hyde Park Compound. Finally, Hyde Park New Cairo is just 20 minutes away from Cairo International Airport and New Administrative Capital.","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Villa,"4,306 sqft / 400 sqm",7+ Maid,6,2 Sep 2025,,
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-suez-al-ain-al-sokhna-stella-di-mare-stella-di-mare-2-7839775.html,,"Hot Deal Chalet for Sale in Stella Di Mare 2 Ain Sokhna – New Phase
Size: 113 sqm – Second Floor
3 bedrooms, 2 bathrooms, reception, American kitchen, and terrace
Delivery in 2027
Price: 1,150,000 EGP cash with remaining installments of 170,600 every quarter over 19 payments
Stella Di Mare 2 is a fully integrated project with four phases, featuring 2,100 chalets and
villas ranging from 50 sqm to 135 sqm.
The resort includes a 500 sqm commercial center, multiple swimming pools, a wastewater treatment plant, and a private beach stretching 800 meters.
Enjoy breathtaking views of the Red Sea, water sports activities such as diving and snorkeling, outdoor swimming pools, central air conditioning, and satellite TV.
Chalets are designed with modern layouts including open American kitchens connected to the reception for a contemporary lifestyle.
Founded in 2015, Chalehak is one of the specialized companies in touristic real estate marketing in Egypt. We focus mainly on AinSokhna, where we have extensive experience handling all types of units—whether in new developments under construction offered for sale, or ready-to-move resale units from owners.
Our mission is to help our clients find the most suitable property, whether for living or investment, by providing accurate consultations, clear comparisons between available options, and the latest information on developers, prices, and payment plans.
We believe that every client deserves a professional service that guarantees comfort and transparency, which is why we provide:
Marketing and resale of ready units at competitive prices.
The latest offers in newly launched projects under construction.
Full follow-up of the purchase process until contract signing and delivery.
Review legal documents and accompany clients step by step to guarantee a secure and smooth ownership transfer for both sellers and buyers.
Complete support from our sales team to help you choose the best opportunity in the market.","Stella Di Mare 2, Stella Di Mare, Al Ain Al Sokhna, Suez",Chalet,"1,216 sqft / 113 sqm",3,2,31 Aug 2025,,
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-eastown-7407316.html,,"Semi-Finished Apartment for Sale At Sodic Eastown With prime View and Location
Apartment Characteristics :
Space:
275 sqm
64 sqm Terrace
Floor:
Typical Floor
Bedrooms:
3 Bedrooms
1 Master bedroom
Maid room
Bathrooms:
4 Bathrooms
Apartment Status:
Semi-Finished
Sodic Eastown:
Eastown is a distinguished mixed-use development by SODIC, situated in the heart of New Cairo's Fifth Settlement. Spanning 204 acres (approximately 860,000 square meters), the project is strategically located along 90th Street, adjacent to the American University in Cairo's new campus, and offers convenient access to Cairo International Airport and the New Administrative Capital","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,"2,960 sqft / 275 sqm",3+ Maid,4,12 Jun 2025,,
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-madinaty-7702069.html,,"فيلا منفصلة نموذج D3 للبيع في مدينتي، تقع في مجموعة 25 من الفيلات والتي تُعد من أعلى مجموعات الفلل تميزاً داخل المدينة، وتطل على أكبر وايد جاردن في المجموعة مما يوفر إطلالة مفتوحة وخصوصية عالية.
الفيلا بتصميم Four Season New Classic الراقي، على مساحة أرض حوالي 420 متر، ومساحة مباني 290 متر، وتوفر توزيع مثالي للمساحات يلبّي احتياجات العائلات الباحثة عن سكن راقٍ ومساحة مريحة.
إجمالي سعر الفيلا 35,900,000 جنيه، وهو سعر مميز للغاية يقل عن السعر الرسمي الحالي في الشركة بأكثر من 35 مليون جنيه، مما يجعلها فرصة حقيقية للباحثين عن استثمار ذكي أو سكن دائم في أرقى مناطق مدينتي.
نظام السداد:
* مقدم شامل الأوفر 12 مليون جنيه
* قسط سنوي 1,168,000 جنيه
* قسط شهري 120,000 جنيه
الإجمالي شامل الأوفر، والفيلا معروضة بسعر لقطة لسرعة البيع وجدية التفاوض.
تاريخ الاستلام المتوقع في عام 2027
للمزيد من التفاصيل أو المعاينة برجاء التواصل مباشرة.","Madinaty, Cairo",Villa,"3,122 sqft / 290 sqm",4+ Maid,3,7 Aug 2026,,
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-giza-6-october-city-al-wahat-road-palm-hills-golf-extension-7828861.html,,"Standalone villa for sale in Golf Extension Compound, Palm Hills, 6th of October
Built-up area: 530 sqm
Land area: 588 sqm
4 bedrooms
4 bathrooms
Nanny's room with bathroom
Delivered in core & shell
Prime location
COLD WELL BANKER was founded in the US in 1906 and has grown to become the world’s leading full service Real Estate provider with over 3000 offices and 86,000 Sales Associates worldwide.
Cold well Banker first arrived in the Middle East in 2001 and grew to become the preferred Real Estate Hub in the country with showrooms all over Cairo.
Our heritage has led us to become who we are today, building on a decade of successful operation in Egypt
Our Values and Integrity in providing real value for quality living begins with customer focus and understanding market needs. We provide you with more than 200 Real Estate projects which cater to different market segments extends throughout New Cairo, New Capital 6th of October, North Coast and Red Sea. Bringing together home buyers and the most credible and trusted developers in Egypt and more than 200 Real Estate consultants dedicated to offer premium service with the highest return on investment for our clients","Palm Hills Golf Extension, Al Wahat Road, 6 October City, Giza",Villa,"6,329 sqft / 588 sqm",4+ Maid,4,23 Jul 2025,,
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-giza-6-october-city-6-october-compounds-o-west-7777155.html,,"Resale Standalone o west  Wide Landscape view
Immediate delivery
Core and shell
Land area 354m
Bua 214m
Garden 250m
Corner
3 bedroom( 1master with dressing)
3 bathroom
Nanny room with bathroom
Reception
Storage
Open roof
Down payment 16,000,000
Installments 2,871,000
Square Properties is a team of dedicated and highly-trained property consultants who are committed to helping you find your dream home in a safe, fast, and convenient way. Our consultants have years of experience in the real estate industry and possess expert knowledge of the local market. We understand that finding the perfect home can be a daunting task, which is why we provide our customers with an objective consultancy service to ensure that they make an informed decision. Moreover, we offer pricing services to our customers to help them make well-informed decisions while staying within their budget. At Square Properties, we strive to provide our clients with the best possible experience and help them make their dream of owning  a home a reality.","O West, 6 October Compounds, 6 October City, Giza",Villa,"2,303 sqft / 214 sqm",3+ Maid,3,19 Aug 2025,,
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-el-katameya-el-katameya-compounds-katameya-heights-7841224.html,,"Code Barbary02-KH4
Compound name : Katameya Heights
Unit type : Standalone Villa for sale
Unit: Standalone
Land Area : 1700 sqm
Bua: 1000 sqm
Finishing: Core and shell
Asking Price : 6,500,000 USD
Location of Katameya Heights compound
The compound is located in a strategic location in New Cairo near the Gamal Abdel Nasser axis and the Ring Road, and the compound is a few minutes away from Cairo International Airport and Al Rahma Hospital. The compound is adjacent to important modern landmarks, such as:
Egyptian British International School.
Al Jawy Specialized Hospital.
Egyptian Language School.
German University.
Platinum Mall.
HSBC Bank.","Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",Villa,"18,299 sqft / 1,700 sqm",6+ Maid,6,31 Aug 2025,,
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-giza-6-october-city-26th-of-july-corridor-al-karma-3-7832477.html,,"Huge Villa for sale in Karma Heights ( Karma 3 )
BUA : 720 SQM
LAND: 1100 SQM
Basement, Ground and First.
** Roof can be built, to gain an extra built up area.
* Spacious bedrooms.
*Elevator shaft
*Full basement","Al Karma 3, 26th of July Corridor, 6 October City, Giza",Villa,"7,750 sqft / 720 sqm",5+ Maid,6,29 Aug 2025,,
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-hay-el-manial-el-manial-abd-al-aziz-aal-seoud-st-7836540.html,,"On the Nile, a hotel apartment for sale and for long-term rent only
Suitable for foreigners and diplomats
350 metres
4 master rooms
4 bathrooms
Maid's room with bathroom
Garage
The sleeping and reception overlooks the Nile in a distinctive and hotel tower with six elevators
Registered real estate month
All brushes and accessories are imported from abroad and are new and have not been used before
-------------------------------------------------- ---------
We are Nile House Real Estate Marketing, a company
A pioneer in the distinguished hotel housing on the Cairo Nile
We have been specialized in selling and renting on the Great Nile for more than thirty years
-------------------------------------------------- ---------
-------------------------------------------------- ---------
-------------------------------------------------- ---------
-------------------------------------------------- ---------
-------------------------------------------------- ---------
-------------------------------------------------- ---------
-------------------------------------------------- ---------","Abd Al Aziz Aal Seoud St., El Manial, Hay El Manial, Cairo",Apartment,"3,961 sqft / 368 sqm",4+ Maid,5,,,
